"start_year";"ags_county";"n";"mean";"sum"
2005;"07316";8;23,028125;184,225
2005;"07317";1;6397;6397
2005;"07318";6;35,3166666666667;211,9
2005;"07319";12;35,2491666666667;422,99
2005;"07320";5;5,911;29,555
2005;"07331";59;100,410423728814;5924,215
2005;"07332";33;8,28124242424242;273,281
2005;"07333";19;19,0215789473684;361,41
2005;"07334";22;1218,59;26808,98
2005;"07335";21;8,22952380952381;172,82
2005;"07336";6;3,88;23,28
2005;"07337";72;43,8358333333333;3156,18
2005;"07338";32;190,3296875;6090,55
2005;"07339";55;14,0759090909091;774,175
2005;"07340";8;13,89875;111,19
2005;"08111";40;10,8315;433,26
2005;"08115";64;22,02396875;1409,534
2005;"08116";97;61,1748350515464;5933,959
2005;"08117";92;13,1379347826087;1208,69
2005;"08118";75;19,3090666666667;1448,18
2005;"08119";61;7,31262295081967;446,07
2005;"08121";24;90,7442916666667;2177,863
2005;"08125";121;18,8512809917355;2281,005
2005;"08126";41;13,0022195121951;533,091
2005;"08127";190;22,8456315789474;4340,67
2005;"08128";148;15,1649594594595;2244,414
2005;"08135";87;9,37045977011494;815,23
2005;"08136";233;9,4095321888412;2192,421
2005;"08211";23;59,1792173913043;1361,122
2005;"08212";10;5,281;52,81
2005;"08215";116;15,3961810344828;1785,957
2005;"08216";44;8,42613636363636;370,75
2005;"08221";4;5,35;21,4
2005;"08222";11;16,0163636363636;176,18
2005;"08225";138;12,470731884058;1720,961
2005;"08226";77;118,79338961039;9147,091
2005;"08231";48;10,0804166666667;483,86
2005;"08235";33;7,31333333333333;241,34
2005;"08236";112;7,13042857142857;798,608
2005;"08237";66;22,4613636363636;1482,45
2005;"08311";19;221,543157894737;4209,32
2005;"08315";69;11,0455507246377;762,143
2005;"08316";121;167,21841322314;20233,428
2005;"08317";156;62,2136474358974;9705,329
2005;"08325";130;34,9415;4542,395
2005;"08326";65;109,792846153846;7136,535
2005;"08327";58;28,5992413793103;1658,756
2005;"08335";158;14,1818101265823;2240,726
2005;"08336";15;143,315333333333;2149,73
2005;"08337";56;20,7680357142857;1163,01
2005;"08415";97;74,5383711340206;7230,222
2005;"08416";69;10,7070289855072;738,785
2005;"08417";82;20,795743902439;1705,251
2005;"08421";50;53,7584;2687,92
2005;"08425";183;27,6668360655738;5063,031
2005;"08426";189;236,095407407407;44622,032
2005;"08435";88;22,6639659090909;1994,429
2005;"08436";177;19,3228700564972;3420,148
2005;"08437";105;280,151161904762;29415,872
2005;"09161";43;6,63058139534884;285,115
2005;"09162";28;24,1242857142857;675,48
2005;"09163";14;10,0494285714286;140,692
2005;"09171";77;32,9206493506493;2534,89
2005;"09172";16;37,139375;594,23
2005;"09173";17;29,9341176470588;508,88
2005;"09174";33;176,892424242424;5837,45
2005;"09175";7;11,0542857142857;77,38
2005;"09176";45;11,8566666666667;533,55
2005;"09177";56;53,3752678571429;2989,015
2005;"09178";44;37,1713636363636;1635,54
2005;"09179";30;57,0166666666667;1710,5
2005;"09180";22;9,72545454545454;213,96
2005;"09181";21;78,8428571428571;1655,7
2005;"09182";19;8,90657894736842;169,225
2005;"09183";51;62,0666666666667;3165,4
2005;"09184";23;23,7371739130435;545,955
2005;"09185";42;14,2490476190476;598,46
2005;"09186";45;11,3642222222222;511,39
2005;"09187";68;13,9019264705882;945,331
2005;"09188";14;9,54357142857143;133,61
2005;"09189";92;108,670304347826;9997,668
2005;"09190";24;16,2929166666667;391,03
2005;"09261";11;8,37909090909091;92,17
2005;"09262";23;18,1991304347826;418,58
2005;"09263";11;11,7318181818182;129,05
2005;"09271";77;29,4504545454545;2267,685
2005;"09272";70;15,415;1079,05
2005;"09273";97;18,7277319587629;1816,59
2005;"09274";96;302,241208333333;29015,156
2005;"09275";159;55,6474842767296;8847,95
2005;"09276";56;10,5468214285714;590,622
2005;"09277";96;33,3427604166667;3200,905
2005;"09278";126;20,4323015873016;2574,47
2005;"09279";129;60,9192248062016;7858,58
2005;"09361";18;6,11222222222222;110,02
2005;"09362";17;33,8298235294118;575,107
2005;"09363";24;75,13625;1803,27
2005;"09371";65;12,3494153846154;802,712
2005;"09372";99;38,6518787878788;3826,536
2005;"09373";71;155,390225352113;11032,706
2005;"09374";97;18,0224742268041;1748,18
2005;"09375";125;11,207072;1400,884
2005;"09376";85;36,9419764705882;3140,068
2005;"09377";43;23,0929069767442;992,995
2005;"09461";16;8,978125;143,65
2005;"09462";3;3,2;9,6
2005;"09463";7;6,52857142857143;45,7
2005;"09464";6;9,42333333333333;56,54
2005;"09471";57;51,4983859649123;2935,408
2005;"09472";46;34,5104347826087;1587,48
2005;"09473";74;38,4718918918919;2846,92
2005;"09474";24;18,2054166666667;436,93
2005;"09475";20;102,562;2051,24
2005;"09476";7;10,7807142857143;75,465
2005;"09477";21;25,83;542,43
2005;"09478";22;37,9572272727273;835,059
2005;"09479";16;69,5796875;1113,275
2005;"09561";5;9,26;46,3
2005;"09562";43;13,0832558139535;562,58
2005;"09563";26;9,21038461538462;239,47
2005;"09564";5;1013,62;5068,1
2005;"09565";3;9,7;29,1
2005;"09571";120;47,6804;5721,648
2005;"09572";33;13,7877272727273;454,995
2005;"09573";34;10,2652941176471;349,02
2005;"09574";17;6,13529411764706;104,3
2005;"09575";59;49,3116101694915;2909,385
2005;"09576";36;14,7925555555556;532,532
2005;"09577";54;19,4997407407407;1052,986
2005;"09661";7;7,74142857142857;54,19
2005;"09662";9;18,8911111111111;170,02
2005;"09663";17;8,60470588235294;146,28
2005;"09671";62;6,37975806451613;395,545
2005;"09672";26;16,3830769230769;425,96
2005;"09673";55;28,633;1574,815
2005;"09674";49;49,9936734693878;2449,69
2005;"09675";50;36,6006;1830,03
2005;"09676";26;12,0338461538462;312,88
2005;"09677";204;25,9118431372549;5286,016
2005;"09678";35;13,5597142857143;474,59
2005;"09679";79;25,0196455696203;1976,552
2005;"09761";4;17,4625;69,85
2005;"09762";21;8,83619047619048;185,56
2005;"09763";24;27,8107083333333;667,457
2005;"09764";1;154;154
2005;"09771";15;84,6324;1269,486
2005;"09772";19;127,997631578947;2431,955
2005;"09773";77;58,7364935064935;4522,71
2005;"09774";13;40,9376923076923;532,19
2005;"09775";67;21,9666417910448;1471,765
2005;"09776";30;15,0216666666667;450,65
2005;"09777";102;35,9316666666667;3665,03
2005;"09778";51;33,5603921568627;1711,58
2005;"09779";43;91,9863953488372;3955,415
2005;"09780";117;19,124811965812;2237,603
2005;"10041";17;4502,62352941177;76544,6
2005;"10042";20;8,7925;175,85
2005;"10043";14;4,415;61,81
2005;"10044";49;9,28173469387755;454,805
2005;"10045";25;39,5356;988,39
2005;"10046";12;5,34166666666667;64,1
2005;"11000";15;80,5686666666667;1208,53
2005;"12051";3;8,56666666666667;25,7
2005;"12052";2;1001;2002
2005;"12053";1;3;3
2005;"12054";2;719,1;1438,2
2005;"12060";4;507,86;2031,44
2005;"12061";6;3,88716666666667;23,323
2005;"12062";23;619,843608695652;14256,403
2005;"12063";6;199,3;1195,8
2005;"12064";17;460,765882352941;7833,02
2005;"12065";9;1337,01111111111;12033,1
2005;"12066";17;448,672647058824;7627,435
2005;"12067";11;234,082727272727;2574,91
2005;"12068";13;928,842307692308;12074,95
2005;"12069";6;467,420833333333;2804,525
2005;"12070";15;573,713333333333;8605,7
2005;"12071";12;877,165;10525,98
2005;"12072";9;199,587777777778;1796,29
2005;"12073";9;1115,58333333333;10040,25
2005;"13003";7;4,28285714285714;29,98
2005;"13004";4;15,6;62,4
2005;"13071";14;545,605357142857;7638,475
2005;"13072";9;139,756666666667;1257,81
2005;"13073";23;752,051086956522;17297,175
2005;"13074";9;175,083333333333;1575,75
2005;"13075";18;294,110555555556;5293,99
2005;"13076";23;63,3621739130435;1457,33
2005;"14511";6;20,2083333333333;121,25
2005;"14521";14;12,3228571428571;172,52
2005;"14522";43;90,5680697674419;3894,427
2005;"14523";20;25,35675;507,135
2005;"14524";36;50,9998611111111;1835,995
2005;"14612";9;11,0677777777778;99,61
2005;"14625";22;1010,66318181818;22234,59
2005;"14626";21;64,197619047619;1348,15
2005;"14627";11;121,096363636364;1332,06
2005;"14628";15;59,4496666666667;891,745
2005;"14713";3;3,68333333333333;11,05
2005;"14729";19;95,7444736842105;1819,145
2005;"14730";21;58,508380952381;1228,676
2005;"15001";3;6,46666666666667;19,4
2005;"15002";2;24141,25;48282,5
2005;"15003";5;9,07;45,35
2005;"15081";10;458,61;4586,1
2005;"15082";9;1558,24444444444;14024,2
2005;"15083";10;236,276;2362,76
2005;"15084";13;7,72153846153846;100,38
2005;"15085";7;26,8571428571429;188
2005;"15086";4;41,535;166,14
2005;"15087";6;6,48333333333333;38,9
2005;"15088";9;466,95;4202,55
2005;"15089";9;68,8648888888889;619,784
2005;"15090";14;51,2485714285714;717,48
2005;"15091";10;271,207;2712,07
2005;"16051";9;9,99711111111111;89,974
2005;"16052";1;2,1;2,1
2005;"16054";3;3,58666666666667;10,76
2005;"16055";1;1,8;1,8
2005;"16056";3;269,233333333333;807,7
2005;"16061";9;7,18222222222222;64,64
2005;"16062";4;167,85;671,4
2005;"16063";10;74,217;742,17
2005;"16064";5;3,638;18,19
2005;"16065";7;10,4185714285714;72,93
2005;"16066";13;95,2423076923077;1238,15
2005;"16067";11;6,43072727272727;70,738
2005;"16068";11;739,731818181818;8137,05
2005;"16069";5;198,664;993,32
2005;"16070";9;646,102666666667;5814,924
2005;"16071";2;3,88;7,76
2005;"16072";1;2,1;2,1
2005;"16073";3;17,6666666666667;53
2005;"16074";1;2,6;2,6
2005;"16075";3;6,36666666666667;19,1
2005;"16076";9;6,31555555555556;56,84
2005;"16077";8;112,60625;900,85
2006;"01001";1;1,95;1,95
2006;"01002";11;8,32863636363636;91,615
2006;"01003";2;2,4375;4,875
2006;"01004";1;13,6;13,6
2006;"01051";117;57,7953846153846;6762,06
2006;"01053";12;11,9729166666667;143,675
2006;"01054";120;66,3492916666667;7961,915
2006;"01055";53;1323,24560377358;70132,017
2006;"01056";11;60,9963636363636;670,96
2006;"01057";9;11,9088888888889;107,18
2006;"01058";31;46,1008387096774;1429,126
2006;"01059";82;145,962475609756;11968,923
2006;"01060";19;86,8684210526316;1650,5
2006;"01061";16;132,618125;2121,89
2006;"01062";16;15,38125;246,1
2006;"02000";11;327,914090909091;3607,055
2006;"03101";7;6,05714285714286;42,4
2006;"03102";9;5527,39755555556;49746,578
2006;"03103";10;4,808;48,08
2006;"03151";73;54,9954383561644;4014,667
2006;"03153";12;7,56583333333333;90,79
2006;"03154";26;1349,51923076923;35087,5
2006;"03155";28;22,5618571428571;631,732
2006;"03157";23;76,3421739130435;1755,87
2006;"03158";28;77,625;2173,5
2006;"03159";131;7,74568702290076;1014,685
2006;"03241";53;30,4249056603774;1612,52
2006;"03251";83;306,528927710843;25441,901
2006;"03252";18;256,628888888889;4619,32
2006;"03254";33;105,537636363636;3482,742
2006;"03255";9;27,2311111111111;245,08
2006;"03256";17;323,696470588235;5502,84
2006;"03257";11;148,677272727273;1635,45
2006;"03351";28;103,16;2888,48
2006;"03352";21;70,2267619047619;1474,762
2006;"03353";31;180,781774193548;5604,235
2006;"03354";9;36,8166666666667;331,35
2006;"03355";25;138,8748;3471,87
2006;"03356";12;73,3508333333333;880,21
2006;"03357";51;168,446980392157;8590,796
2006;"03358";21;142,450476190476;2991,46
2006;"03359";31;5,56506451612903;172,517
2006;"03360";22;262,48;5774,56
2006;"03361";18;164,125222222222;2954,254
2006;"03401";1;6;6
2006;"03402";22;11,6370454545455;256,015
2006;"03403";10;6,578;65,78
2006;"03404";19;26,0031578947368;494,06
2006;"03405";1;7,56;7,56
2006;"03451";21;38,3985714285714;806,37
2006;"03452";83;106,474204819277;8837,359
2006;"03453";43;93,9550930232558;4040,069
2006;"03454";88;44,9948977272727;3959,551
2006;"03455";22;205,842727272727;4528,54
2006;"03456";61;105,86406557377;6457,708
2006;"03457";38;143,031421052632;5435,194
2006;"03458";54;82,8742962962963;4475,212
2006;"03459";58;42,9298793103448;2489,933
2006;"03460";28;113,876428571429;3188,54
2006;"03461";27;105,36237037037;2844,784
2006;"03462";29;14,5972068965517;423,319
2006;"04011";19;5,40189473684211;102,636
2006;"04012";14;997,655;13967,17
2006;"05111";6;11,9116666666667;71,47
2006;"05112";5;1008,208;5041,04
2006;"05113";26;7,53892307692308;196,012
2006;"05114";5;4,25;21,25
2006;"05116";5;14,38;71,9
2006;"05117";11;2,57618181818182;28,338
2006;"05119";16;8,1703125;130,725
2006;"05120";9;3,26333333333333;29,37
2006;"05122";9;9,40777777777778;84,67
2006;"05124";17;17,7538235294118;301,815
2006;"05154";97;57,8197319587629;5608,514
2006;"05158";22;98,9483636363636;2176,864
2006;"05162";28;393,177821428571;11008,979
2006;"05166";43;20,5960697674419;885,631
2006;"05170";82;22,0718780487805;1809,894
2006;"05314";8;3,9675;31,74
2006;"05315";3;19,15;57,45
2006;"05316";2;2,015;4,03
2006;"05334";28;5,42375;151,865
2006;"05358";62;6,6425;411,835
2006;"05362";24;6,94541666666667;166,69
2006;"05366";50;6,28984;314,492
2006;"05370";34;18,4959117647059;628,861
2006;"05374";17;7,54147058823529;128,205
2006;"05378";22;7,52090909090909;165,46
2006;"05382";57;14,3387894736842;817,311
2006;"05512";4;33,725;134,9
2006;"05513";8;278,64625;2229,17
2006;"05515";35;13,0568571428571;456,99
2006;"05554";177;130,297333333333;23062,628
2006;"05558";96;46,9953541666667;4511,554
2006;"05562";73;77,3095205479452;5643,595
2006;"05566";121;77,0033966942149;9317,411
2006;"05570";85;42,6093647058824;3621,796
2006;"05711";15;6,392;95,88
2006;"05754";183;13,9703005464481;2556,565
2006;"05758";15;105,553333333333;1583,3
2006;"05762";57;53,9329824561404;3074,18
2006;"05766";43;66,7543023255814;2870,435
2006;"05770";76;10,7637236842105;818,043
2006;"05774";81;25,5288641975309;2067,838
2006;"05911";14;5,06428571428571;70,9
2006;"05913";53;3,97066037735849;210,445
2006;"05914";8;8,266875;66,135
2006;"05915";39;118,771025641026;4632,07
2006;"05954";34;6,36117647058824;216,28
2006;"05958";38;18,0330263157895;685,255
2006;"05962";29;584,626034482759;16954,155
2006;"05966";19;6,22415789473684;118,259
2006;"05970";29;16,4035172413793;475,702
2006;"05974";66;17,7868181818182;1173,93
2006;"05978";66;136,116818181818;8983,71
2006;"06411";7;20,4928571428571;143,45
2006;"06412";3;3,53333333333333;10,6
2006;"06413";5;3,761;18,805
2006;"06414";12;8,875;106,5
2006;"06431";63;10,2967142857143;648,693
2006;"06432";31;36,0985483870968;1119,055
2006;"06433";27;5,64259259259259;152,35
2006;"06434";9;9,35111111111111;84,16
2006;"06435";103;46,5096601941748;4790,495
2006;"06436";4;4,2125;16,85
2006;"06437";9;10,5466666666667;94,92
2006;"06438";68;7,24867647058824;492,91
2006;"06439";12;21,7716666666667;261,26
2006;"06440";74;1613,56116216216;119403,526
2006;"06531";134;19,6753731343284;2636,5
2006;"06532";82;18,3662926829268;1506,036
2006;"06533";28;26,1560714285714;732,37
2006;"06534";75;25,0871466666667;1881,536
2006;"06535";39;8,37771794871795;326,731
2006;"06611";46;8,1704347826087;375,84
2006;"06631";147;11,7877210884354;1732,795
2006;"06632";48;23,0169791666667;1104,815
2006;"06633";106;15,8100283018868;1675,863
2006;"06634";125;11,57164;1446,455
2006;"06635";75;72,0322;5402,415
2006;"06636";89;13,211191011236;1175,796
2006;"07111";16;10,74625;171,94
2006;"07131";17;15,692;266,764
2006;"07132";25;22,6306;565,765
2006;"07133";34;21,3880882352941;727,195
2006;"07134";15;83,3766666666667;1250,65
2006;"07135";35;308,770942857143;10806,983
2006;"07137";65;21,2960769230769;1384,245
2006;"07138";34;10,7008823529412;363,83
2006;"07140";43;8,94860465116279;384,79
2006;"07141";11;20,4427272727273;224,87
2006;"07143";56;399,225267857143;22356,615
2006;"07211";3;4,14333333333333;12,43
2006;"07231";34;27,3154411764706;928,725
2006;"07232";25;72,82488;1820,622
2006;"07233";19;116,157421052632;2206,991
2006;"07235";24;205,911;4941,864
2006;"07311";6;13,5733333333333;81,44
2006;"07312";6;12,985;77,91
2006;"07313";9;17,1933333333333;154,74
2006;"07314";5;11,221;56,105
2006;"07315";9;17,8872222222222;160,985
2006;"07316";4;11,9;47,6
2006;"07317";2;120,5;241
2006;"07318";23;9,23760869565217;212,465
2006;"07319";18;11,0033333333333;198,06
2006;"07320";15;4,15866666666667;62,38
2006;"07331";97;17,9004639175258;1736,345
2006;"07332";39;45,3564102564103;1768,9
2006;"07333";11;30,3677272727273;334,045
2006;"07334";18;7,89666666666667;142,14
2006;"07335";24;9,64470833333333;231,473
2006;"07336";11;43,5640909090909;479,205
2006;"07337";56;9,15892857142857;512,9
2006;"07338";42;137,024523809524;5755,03
2006;"07339";107;7,78957943925234;833,485
2006;"07340";15;13,858;207,87
2006;"08111";46;19,1888260869565;882,686
2006;"08115";64;18,0555625;1155,556
2006;"08116";121;15,1701157024793;1835,584
2006;"08117";125;41,806952;5225,869
2006;"08118";71;9,99895774647887;709,926
2006;"08119";85;12,9195411764706;1098,161
2006;"08121";30;24,0737666666667;722,213
2006;"08125";94;16,5155319148936;1552,46
2006;"08126";25;40,58772;1014,693
2006;"08127";153;16,2497058823529;2486,205
2006;"08128";102;10,6634411764706;1087,671
2006;"08135";65;9,51895384615385;618,732
2006;"08136";196;11,2233163265306;2199,77
2006;"08211";12;9,34541666666667;112,145
2006;"08212";14;6,86571428571429;96,12
2006;"08215";173;6,6220289017341;1145,611
2006;"08216";42;19,6992380952381;827,368
2006;"08221";2;77,08;154,16
2006;"08222";7;13,9642857142857;97,75
2006;"08225";97;49,1003092783505;4762,73
2006;"08226";105;10,4466952380952;1096,903
2006;"08231";28;9,72017857142857;272,165
2006;"08235";30;9,9711;299,133
2006;"08236";104;7,89499038461538;821,079
2006;"08237";41;18,2470731707317;748,13
2006;"08311";25;14,2824;357,06
2006;"08315";78;73,5659230769231;5738,142
2006;"08316";95;13,2905789473684;1262,605
2006;"08317";139;103,522251798561;14389,593
2006;"08325";111;21,3337837837838;2368,05
2006;"08326";76;23,0439078947368;1751,337
2006;"08327";67;39,079776119403;2618,345
2006;"08335";125;20,65948;2582,435
2006;"08336";23;13,455;309,465
2006;"08337";47;12,8906808510638;605,862
2006;"08415";90;39,8343666666667;3585,093
2006;"08416";78;14,6437307692308;1142,211
2006;"08417";60;12,6639;759,834
2006;"08421";65;17,4756153846154;1135,915
2006;"08425";174;22,9254827586207;3989,034
2006;"08426";206;32,0768446601942;6607,83
2006;"08435";103;41,6593689320388;4290,915
2006;"08436";202;24,0642128712871;4860,971
2006;"08437";60;118,839583333333;7130,375
2006;"09161";41;8,87841463414634;364,015
2006;"09162";19;80,285947368421;1525,433
2006;"09163";9;34,6155555555556;311,54
2006;"09171";47;51,376170212766;2414,68
2006;"09172";9;44,2071111111111;397,864
2006;"09173";2;65,8;131,6
2006;"09174";24;129,8375;3116,1
2006;"09175";11;211,572727272727;2327,3
2006;"09176";32;9,008125;288,26
2006;"09177";39;57,2973076923077;2234,595
2006;"09178";40;54,509375;2180,375
2006;"09179";21;12,7785714285714;268,35
2006;"09180";20;12,0071;240,142
2006;"09181";15;12,3443333333333;185,165
2006;"09182";12;4,93883333333333;59,266
2006;"09183";34;57,9138235294118;1969,07
2006;"09184";20;24,157;483,14
2006;"09185";20;30,07925;601,585
2006;"09186";26;8,71019230769231;226,465
2006;"09187";50;28,4232;1421,16
2006;"09188";10;14,315;143,15
2006;"09189";67;22,7728358208955;1525,78
2006;"09190";25;12,4356;310,89
2006;"09261";12;6,1;73,2
2006;"09262";21;13,8904761904762;291,7
2006;"09263";14;13,1503571428571;184,105
2006;"09271";55;32,8699454545455;1807,847
2006;"09272";54;13,0549074074074;704,965
2006;"09273";83;34,3422168674699;2850,404
2006;"09274";68;23,5143088235294;1598,973
2006;"09275";86;69,7297209302326;5996,756
2006;"09276";30;11,6153333333333;348,46
2006;"09277";72;77,2579166666667;5562,57
2006;"09278";77;46,3195454545455;3566,605
2006;"09279";103;77,5985436893204;7992,65
2006;"09361";19;29,4357894736842;559,28
2006;"09362";9;21,0077777777778;189,07
2006;"09363";29;25,4834137931034;739,019
2006;"09371";34;60,7536764705882;2065,625
2006;"09372";101;30,9635445544554;3127,318
2006;"09373";45;23,6838222222222;1065,772
2006;"09374";68;38,0811764705882;2589,52
2006;"09375";82;66,965243902439;5491,15
2006;"09376";71;11,274014084507;800,455
2006;"09377";26;16,1253846153846;419,26
2006;"09461";14;7,83607142857143;109,705
2006;"09462";3;8,04333333333333;24,13
2006;"09463";12;12,9154166666667;154,985
2006;"09464";2;3,35;6,7
2006;"09471";44;31,2836363636364;1376,48
2006;"09472";29;37,8496551724138;1097,64
2006;"09473";64;23,02265625;1473,45
2006;"09474";19;14,1836842105263;269,49
2006;"09475";32;38,78015625;1240,965
2006;"09476";12;8,05916666666667;96,71
2006;"09477";20;10,5455;210,91
2006;"09478";13;93,8015384615385;1219,42
2006;"09479";22;21,0681818181818;463,5
2006;"09561";4;128,2;512,8
2006;"09562";21;9,69714285714286;203,64
2006;"09563";15;12,1924666666667;182,887
2006;"09564";7;25,6571428571429;179,6
2006;"09565";1;3,8;3,8
2006;"09571";69;94,5228985507246;6522,08
2006;"09572";30;15,2166;456,498
